Type,Die,Move Name,Power,STAB,Effect 1,Effect 2,Effect 3,STAB?,Move,File Name,Move:color,Japanese,Move - Japanese,French,Move - French,German,Move - German,Italian,Move - Italian,Spanish,Move - Spanish,Korean,Move - Korean,Chinese,Move - Chinese
{Grass},,Energy Ball,2,3,{W Adv 6},,,True,{Grass}Energy Ball{3}{W Adv 6},Energy Ball (S),89bd48,エナジーボール,{Grass}エナジーボール{3}{W Adv 6},Éco-Sphère,{Grass}Éco-Sphère{3}{W Adv 6},Energieball,{Grass}Energieball{3}{W Adv 6},Energipalla,{Grass}Energipalla{3}{W Adv 6},Energibola,{Grass}Energibola{3}{W Adv 6},에너지볼,{Grass}에너지볼{3}{W Adv 6},能量球,{Grass}能量球{3}{W Adv 6}
{Grass},,Flower Trick,2,3,{W Adv 1},,,True,{Grass}Flower Trick{3}{W Adv 1},Flower Trick (S),89bd48,トリックフラワー,{Grass}トリックフラワー{3}{W Adv 1},Magie Florale,{Grass}Magie Florale{3}{W Adv 1},Blumentrick,{Grass}Blumentrick{3}{W Adv 1},Prestigiafiore,{Grass}Prestigiafiore{3}{W Adv 1},Truco Floral,{Grass}Truco Floral{3}{W Adv 1},트릭플라워,{Grass}트릭플라워{3}{W Adv 1},千變萬花 / 千变万花,{Grass}千變萬花 / 千变万花{3}{W Adv 1}
{Grass},,Frenzy Plant,3,4,{W Recharge},,,True,{Grass}Frenzy Plant{4}{W Recharge},Frenzy Plant (S),89bd48,ハードプラント,{Grass}ハードプラント{4}{W Recharge},Végé-Attaque,{Grass}Végé-Attaque{4}{W Recharge},Flora-Statue,{Grass}Flora-Statue{4}{W Recharge},Radicalbero,{Grass}Radicalbero{4}{W Recharge},Planta Feroz,{Grass}Planta Feroz{4}{W Recharge},하드플랜트,{Grass}하드플랜트{4}{W Recharge},瘋狂植物 / 疯狂植物,{Grass}瘋狂植物 / 疯狂植物{4}{W Recharge}
{Grass},,Giga Drain,2,3,{W Life},,,True,{Grass}Giga Drain{3}{W Life},Giga Drain (S),89bd48,ギガドレイン,{Grass}ギガドレイン{3}{W Life},Giga-Sangsue,{Grass}Giga-Sangsue{3}{W Life},Gigasauger,{Grass}Gigasauger{3}{W Life},Gigassorbimento,{Grass}Gigassorbimento{3}{W Life},Gigadrenado,{Grass}Gigadrenado{3}{W Life},기가드레인,{Grass}기가드레인{3}{W Life},終極吸取 / 终极吸取,{Grass}終極吸取 / 终极吸取{3}{W Life}
{Grass},,Grass Pledge,2*,3*,,,,#VALUE!,{Grass}Grass Pledge{3*},Grass Pledge (S),89bd48,くさのちかい,{Grass}くさのちかい{3*},Aire d'Herbe,{Grass}Aire d'Herbe{3*},Pflanzensäulen,{Grass}Pflanzensäulen{3*},Erbapatto,{Grass}Erbapatto{3*},Voto Planta,{Grass}Voto Planta{3*},풀의맹세,{Grass}풀의맹세{3*},草之誓約 / 草之誓约,{Grass}草之誓約 / 草之誓约{3*}
{Grass},,Grassy Glide,2,3,,,,True,{Grass}Grassy Glide{3},Grassy Glide (S),89bd48,グラススライダー,{Grass}グラススライダー{3},Gliss'Herbe,{Grass}Gliss'Herbe{3},Grasrutsche,{Grass}Grasrutsche{3},Erboscivolata,{Grass}Erboscivolata{3},Fitoimpulso,{Grass}Fitoimpulso{3},그래스슬라이더,{Grass}그래스슬라이더{3},青草滑梯,{Grass}青草滑梯{3}
{Grass},,Grav Apple,2,3,{W Adv 1},,,True,{Grass}Grav Apple{3}{W Adv 1},Grav Apple (S),89bd48,Ｇのちから,{Grass}Ｇのちから{3}{W Adv 1},Force G,{Grass}Force G{3}{W Adv 1},Gravitation,{Grass}Gravitation{3}{W Adv 1},Forza G,{Grass}Forza G{3}{W Adv 1},Fuerza G,{Grass}Fuerza G{3}{W Adv 1},G의힘,{Grass}G의힘{3}{W Adv 1},萬有引力 / 万有引力,{Grass}萬有引力 / 万有引力{3}{W Adv 1}
{Grass},,Horn Leech,2,3,{W Life},,,True,{Grass}Horn Leech{3}{W Life},Horn Leech (S),89bd48,ウッドホーン,{Grass}ウッドホーン{3}{W Life},Encornebois,{Grass}Encornebois{3}{W Life},Holzgeweih,{Grass}Holzgeweih{3}{W Life},Legnicorno,{Grass}Legnicorno{3}{W Life},Asta Drenaje,{Grass}Asta Drenaje{3}{W Life},우드호른,{Grass}우드호른{3}{W Life},木角,{Grass}木角{3}{W Life}
{Grass},{d8},Ivy Cudgel,2,3,,,,True,{d8}{Grass}Ivy Cudgel{3},Ivy Cudgel (Grass) (S),89bd48,ツタこんぼう,{d8}{Grass}ツタこんぼう{3},Massue Liane,{d8}{Grass}Massue Liane{3},Rankenkeule,{d8}{Grass}Rankenkeule{3},Clava di Liane,{d8}{Grass}Clava di Liane{3},Garrote Liana,{d8}{Grass}Garrote Liana{3},덩굴방망이,{d8}{Grass}덩굴방망이{3},棘藤棒,{d8}{Grass}棘藤棒{3}
{Grass},{d8},Leaf Blade,2,3,,,,True,{d8}{Grass}Leaf Blade{3},Leaf Blade (S),89bd48,リーフブレード,{d8}{Grass}リーフブレード{3},Lame Feuille,{d8}{Grass}Lame Feuille{3},Laubklinge,{d8}{Grass}Laubklinge{3},Fendifoglia,{d8}{Grass}Fendifoglia{3},Hoja Aguda,{d8}{Grass}Hoja Aguda{3},리프블레이드,{d8}{Grass}리프블레이드{3},葉刃 / 叶刃,{d8}{Grass}葉刃 / 叶刃{3}
{Grass},,Leaf Storm,3,4,{W StatDown},,,True,{Grass}Leaf Storm{4}{W StatDown},Leaf Storm (S),89bd48,リーフストーム,{Grass}リーフストーム{4}{W StatDown},Tempête Verte,{Grass}Tempête Verte{4}{W StatDown},Blättersturm,{Grass}Blättersturm{4}{W StatDown},Verdebufera,{Grass}Verdebufera{4}{W StatDown},Lluevahojas,{Grass}Lluevahojas{4}{W StatDown},리프스톰,{Grass}리프스톰{4}{W StatDown},飛葉風暴 / 飞叶风暴,{Grass}飛葉風暴 / 飞叶风暴{4}{W StatDown}
{Grass},,Leaf Tornado,2,3,{B Dis 4},,,True,{Grass}Leaf Tornado{3}{B Dis 4},Leaf Tornado (S),89bd48,グラスミキサー,{Grass}グラスミキサー{3}{B Dis 4},Phytomixeur,{Grass}Phytomixeur{3}{B Dis 4},Grasmixer,{Grass}Grasmixer{3}{B Dis 4},Vorticerba,{Grass}Vorticerba{3}{B Dis 4},Ciclón de Hojas,{Grass}Ciclón de Hojas{3}{B Dis 4},그래스믹서,{Grass}그래스믹서{3}{B Dis 4},青草攪拌器 / 青草搅拌器,{Grass}青草攪拌器 / 青草搅拌器{3}{B Dis 4}
{Grass},,Leafage,1,2,,,,True,{Grass}Leafage{2},Leafage (S),89bd48,このは,{Grass}このは{2},Feuillage,{Grass}Feuillage{2},Blattwerk,{Grass}Blattwerk{2},Fogliame,{Grass}Fogliame{2},Follaje,{Grass}Follaje{2},나뭇잎,{Grass}나뭇잎{2},樹葉 / 树叶,{Grass}樹葉 / 树叶{2}
{Grass},,Magical Leaf,2,3,{W Adv 1},,,True,{Grass}Magical Leaf{3}{W Adv 1},Magical Leaf (S),89bd48,マジカルリーフ,{Grass}マジカルリーフ{3}{W Adv 1},Feuille Magik,{Grass}Feuille Magik{3}{W Adv 1},Zauberblatt,{Grass}Zauberblatt{3}{W Adv 1},Fogliamagica,{Grass}Fogliamagica{3}{W Adv 1},Hoja Mágica,{Grass}Hoja Mágica{3}{W Adv 1},메지컬리프,{Grass}메지컬리프{3}{W Adv 1},魔法葉 / 魔法叶,{Grass}魔法葉 / 魔法叶{3}{W Adv 1}
{Grass},,Matcha Gotcha,2,3,{B Burn 5},{W Life},,True,{Grass}Matcha Gotcha{3}{B Burn 5}{W Life},Matcha Gotcha (S),89bd48,シャカシャカほう,{Grass}シャカシャカほう{3}{B Burn 5}{W Life},Mortier Matcha,{Grass}Mortier Matcha{3}{B Burn 5}{W Life},Quirlschuss,{Grass}Quirlschuss{3}{B Burn 5}{W Life},Spruzzatè,{Grass}Spruzzatè{3}{B Burn 5}{W Life},Cañón Batidor,{Grass}Cañón Batidor{3}{B Burn 5}{W Life},휘적휘적포,{Grass}휘적휘적포{3}{B Burn 5}{W Life},刷刷茶炮,{Grass}刷刷茶炮{3}{B Burn 5}{W Life}
{Grass},,Mega Drain,1,2,{W Life},,,True,{Grass}Mega Drain{2}{W Life},Mega Drain (S),89bd48,メガドレイン,{Grass}メガドレイン{2}{W Life},Méga-Sangsue,{Grass}Méga-Sangsue{2}{W Life},Megasauger,{Grass}Megasauger{2}{W Life},Megassorbimento,{Grass}Megassorbimento{2}{W Life},Megaagotar,{Grass}Megaagotar{2}{W Life},메가드레인,{Grass}메가드레인{2}{W Life},超級吸取 / 超级吸取,{Grass}超級吸取 / 超级吸取{2}{W Life}
{Grass},,Needle Arm,2,3,{B Dis 5},,,True,{Grass}Needle Arm{3}{B Dis 5},Needle Arm (S),89bd48,ニードルアーム,{Grass}ニードルアーム{3}{B Dis 5},Poing Dard,{Grass}Poing Dard{3}{B Dis 5},Nietenranke,{Grass}Nietenranke{3}{B Dis 5},Pugnospine,{Grass}Pugnospine{3}{B Dis 5},Brazo Pincho,{Grass}Brazo Pincho{3}{B Dis 5},바늘팔,{Grass}바늘팔{3}{B Dis 5},尖刺臂,{Grass}尖刺臂{3}{B Dis 5}
{Grass},,Petal Blizzard,2,3,,,,True,{Grass}Petal Blizzard{3},Petal Blizzard (S),89bd48,はなふぶき,{Grass}はなふぶき{3},Tempête Florale,{Grass}Tempête Florale{3},Blütenwirbel,{Grass}Blütenwirbel{3},Fiortempesta,{Grass}Fiortempesta{3},Tormenta Floral,{Grass}Tormenta Floral{3},꽃보라,{Grass}꽃보라{3},落英繽紛 / 落英缤纷,{Grass}落英繽紛 / 落英缤纷{3}
{Grass},,Petal Dance,3,4,{W Conf 5},,,True,{Grass}Petal Dance{4}{W Conf 5},Petal Dance (S),89bd48,はなびらのまい,{Grass}はなびらのまい{4}{W Conf 5},Danse Fleurs,{Grass}Danse Fleurs{4}{W Conf 5},Blättertanz,{Grass}Blättertanz{4}{W Conf 5},Petalodanza,{Grass}Petalodanza{4}{W Conf 5},Danza Pétalo,{Grass}Danza Pétalo{4}{W Conf 5},꽃잎댄스,{Grass}꽃잎댄스{4}{W Conf 5},花瓣舞,{Grass}花瓣舞{4}{W Conf 5}
{Grass},,Power Whip,3,4,,,,True,{Grass}Power Whip{4},Power Whip (S),89bd48,パワーウィップ,{Grass}パワーウィップ{4},Mégafouet,{Grass}Mégafouet{4},Blattgeißel,{Grass}Blattgeißel{4},Vigorcolpo,{Grass}Vigorcolpo{4},Latigazo,{Grass}Latigazo{4},파워휩,{Grass}파워휩{4},強力鞭打 / 强力鞭打,{Grass}強力鞭打 / 强力鞭打{4}
{Grass},{d8},Razor Leaf,2,3,,,,True,{d8}{Grass}Razor Leaf{3},Razor Leaf (S),89bd48,はっぱカッター,{d8}{Grass}はっぱカッター{3},Tranch'Herbe,{d8}{Grass}Tranch'Herbe{3},Rasierblatt,{d8}{Grass}Rasierblatt{3},Foglielama,{d8}{Grass}Foglielama{3},Hoja Afilada,{d8}{Grass}Hoja Afilada{3},잎날가르기,{d8}{Grass}잎날가르기{3},飛葉快刀 / 飞叶快刀,{d8}{Grass}飛葉快刀 / 飞叶快刀{3}
{Grass},,Seed Bomb,2,3,,,,True,{Grass}Seed Bomb{3},Seed Bomb (S),89bd48,タネばくだん,{Grass}タネばくだん{3},Canon Graine,{Grass}Canon Graine{3},Samenbomben,{Grass}Samenbomben{3},Semebomba,{Grass}Semebomba{3},Bomba Germen,{Grass}Bomba Germen{3},씨폭탄,{Grass}씨폭탄{3},種子炸彈 / 种子炸弹,{Grass}種子炸彈 / 种子炸弹{3}
{Grass},,Seed Flare,3,4,{W DoubAdv 5},,,True,{Grass}Seed Flare{4}{W DoubAdv 5},Seed Flare (S),89bd48,シードフレア,{Grass}シードフレア{4}{W DoubAdv 5},Fulmigraine,{Grass}Fulmigraine{4}{W DoubAdv 5},Schocksamen,{Grass}Schocksamen{4}{W DoubAdv 5},Infuriaseme,{Grass}Infuriaseme{4}{W DoubAdv 5},Fulgor Semilla,{Grass}Fulgor Semilla{4}{W DoubAdv 5},시드플레어,{Grass}시드플레어{4}{W DoubAdv 5},種子閃光 / 种子闪光,{Grass}種子閃光 / 种子闪光{4}{W DoubAdv 5}
{Grass},{d4},Snap Trap,1,2,{W Add 1},,,True,{d4}{Grass}Snap Trap{2}{W Add 1},Snap Trap (S),89bd48,トラバサミ,{d4}{Grass}トラバサミ{2}{W Add 1},Troquenard,{d4}{Grass}Troquenard{2}{W Add 1},Fangeisen,{d4}{Grass}Fangeisen{2}{W Add 1},Tagliola,{d4}{Grass}Tagliola{2}{W Add 1},Cepo,{d4}{Grass}Cepo{2}{W Add 1},집게덫,{d4}{Grass}집게덫{2}{W Add 1},捕獸夾 / 捕兽夹,{d4}{Grass}捕獸夾 / 捕兽夹{2}{W Add 1}
{Grass},,Solar Beam,3,4,{W Recharge},,,True,{Grass}Solar Beam{4}{W Recharge},Solar Beam (S),89bd48,ソーラービーム,{Grass}ソーラービーム{4}{W Recharge},Lance-Soleil,{Grass}Lance-Soleil{4}{W Recharge},Solarstrahl,{Grass}Solarstrahl{4}{W Recharge},Solarraggio,{Grass}Solarraggio{4}{W Recharge},Rayo Solar,{Grass}Rayo Solar{4}{W Recharge},솔라빔,{Grass}솔라빔{4}{W Recharge},日光束,{Grass}日光束{4}{W Recharge}
{Grass},,Solar Blade,3,4,{W Recharge},,,True,{Grass}Solar Blade{4}{W Recharge},Solar Blade (S),89bd48,ソーラーブレード,{Grass}ソーラーブレード{4}{W Recharge},Lame Solaire,{Grass}Lame Solaire{4}{W Recharge},Solarklinge,{Grass}Solarklinge{4}{W Recharge},Lama Solare,{Grass}Lama Solare{4}{W Recharge},Cuchilla Solar,{Grass}Cuchilla Solar{4}{W Recharge},솔라블레이드,{Grass}솔라블레이드{4}{W Recharge},日光刃,{Grass}日光刃{4}{W Recharge}
{Grass},,Syrup Bomb,2,3,{W Priority},,,True,{Grass}Syrup Bomb{3}{W Priority},Syrup Bomb (S),89bd48,みずあめボム,{Grass}みずあめボム{3}{W Priority},Bombe au Sirop,{Grass}Bombe au Sirop{3}{W Priority},Sirupbombe,{Grass}Sirupbombe{3}{W Priority},Bomba Sciroppata,{Grass}Bomba Sciroppata{3}{W Priority},Bomba Caramelo,{Grass}Bomba Caramelo{3}{W Priority},시럽봄,{Grass}시럽봄{3}{W Priority},糖漿炸彈 / 糖浆炸弹,{Grass}糖漿炸彈 / 糖浆炸弹{3}{W Priority}
{Grass},,Trailblaze,1,2,{W Priority},,,True,{Grass}Trailblaze{2}{W Priority},Trailblaze (S),89bd48,くさわけ,{Grass}くさわけ{2}{W Priority},Désherbaffe,{Grass}Désherbaffe{2}{W Priority},Wegbereiter,{Grass}Wegbereiter{2}{W Priority},Apripista,{Grass}Apripista{2}{W Priority},Abrecaminos,{Grass}Abrecaminos{2}{W Priority},개척하기,{Grass}개척하기{2}{W Priority},起草,{Grass}起草{2}{W Priority}
{Grass},,Trop Kick,2,3,{B Dis 1},,,True,{Grass}Trop Kick{3}{B Dis 1},Trop Kick (S),89bd48,トロピカルキック,{Grass}トロピカルキック{3}{B Dis 1},Botte Sucrette,{Grass}Botte Sucrette{3}{B Dis 1},Tropenkick,{Grass}Tropenkick{3}{B Dis 1},Tropicalcio,{Grass}Tropicalcio{3}{B Dis 1},Patada Tropica,{Grass}Patada Tropica{3}{B Dis 1},트로피컬킥,{Grass}트로피컬킥{3}{B Dis 1},熱帶踢 / 热带踢,{Grass}熱帶踢 / 热带踢{3}{B Dis 1}
{Grass},,Vine Whip,1,2,,,,True,{Grass}Vine Whip{2},Vine Whip (S),89bd48,つるのムチ,{Grass}つるのムチ{2},Fouet Lianes,{Grass}Fouet Lianes{2},Rankenhieb,{Grass}Rankenhieb{2},Frustata,{Grass}Frustata{2},Látigo Cepa,{Grass}Látigo Cepa{2},덩굴채찍,{Grass}덩굴채찍{2},藤鞭,{Grass}藤鞭{2}
{Grass},,Wood Hammer,3,4,{W KO 6},,,True,{Grass}Wood Hammer{4}{W KO 6},Wood Hammer (S),89bd48,ウッドハンマー,{Grass}ウッドハンマー{4}{W KO 6},Martobois,{Grass}Martobois{4}{W KO 6},Holzhammer,{Grass}Holzhammer{4}{W KO 6},Mazzuolegno,{Grass}Mazzuolegno{4}{W KO 6},Mazazo,{Grass}Mazazo{4}{W KO 6},우드해머,{Grass}우드해머{4}{W KO 6},木槌,{Grass}木槌{4}{W KO 6}
{Ground},,Bone Club,2,3,{B Dis 6},,,True,{Ground}Bone Club{3}{B Dis 6},Bone Club (S),b8af89,ホネこんぼう,{Ground}ホネこんぼう{3}{B Dis 6},Massd'Os,{Ground}Massd'Os{3}{B Dis 6},Knochenkeule,{Ground}Knochenkeule{3}{B Dis 6},Ossoclava,{Ground}Ossoclava{3}{B Dis 6},Hueso Palo,{Ground}Hueso Palo{3}{B Dis 6},뼈다귀치기,{Ground}뼈다귀치기{3}{B Dis 6},骨棒,{Ground}骨棒{3}{B Dis 6}
{Ground},{d4},Bone Rush,1,2,{W Add 4},,,True,{d4}{Ground}Bone Rush{2}{W Add 4},Bone Rush (S),b8af89,ボーンラッシュ,{d4}{Ground}ボーンラッシュ{2}{W Add 4},Charge Os,{d4}{Ground}Charge Os{2}{W Add 4},Knochenhatz,{d4}{Ground}Knochenhatz{2}{W Add 4},Ossoraffica,{d4}{Ground}Ossoraffica{2}{W Add 4},Ataque Óseo,{d4}{Ground}Ataque Óseo{2}{W Add 4},본러쉬,{d4}{Ground}본러쉬{2}{W Add 4},骨棒亂打 / 骨棒乱打,{d4}{Ground}骨棒亂打 / 骨棒乱打{2}{W Add 4}
{Ground},{d4},Bonemerang,1,2,{W Add 1},,,True,{d4}{Ground}Bonemerang{2}{W Add 1},Bonemerang (S),b8af89,ホネブーメラン,{d4}{Ground}ホネブーメラン{2}{W Add 1},Osmerang,{d4}{Ground}Osmerang{2}{W Add 1},Knochmerang,{d4}{Ground}Knochmerang{2}{W Add 1},Ossomerang,{d4}{Ground}Ossomerang{2}{W Add 1},Huesomerang,{d4}{Ground}Huesomerang{2}{W Add 1},뼈다귀부메랑,{d4}{Ground}뼈다귀부메랑{2}{W Add 1},骨頭回力鏢 / 骨头回力镖,{d4}{Ground}骨頭回力鏢 / 骨头回力镖{2}{W Add 1}
{Ground},,Bulldoze,2,3,,,,True,{Ground}Bulldoze{3},Bulldoze (S),b8af89,じならし,{Ground}じならし{3},Piétisol,{Ground}Piétisol{3},Dampfwalze,{Ground}Dampfwalze{3},Battiterra,{Ground}Battiterra{3},Terratemblor,{Ground}Terratemblor{3},땅고르기,{Ground}땅고르기{3},重踏,{Ground}重踏{3}
{Ground},,Dig,2,3,,,,True,{Ground}Dig{3},Dig (S),b8af89,あなをほる,{Ground}あなをほる{3},Tunnel,{Ground}Tunnel{3},Schaufler,{Ground}Schaufler{3},Fossa,{Ground}Fossa{3},Excavar,{Ground}Excavar{3},구멍파기,{Ground}구멍파기{3},挖洞,{Ground}挖洞{3}
{Ground},{d8},Drill Run,2,3,,,,True,{d8}{Ground}Drill Run{3},Drill Run (S),b8af89,ドリルライナー,{d8}{Ground}ドリルライナー{3},Tunnelier,{d8}{Ground}Tunnelier{3},Schlagbohrer,{d8}{Ground}Schlagbohrer{3},Giravvita,{d8}{Ground}Giravvita{3},Taladradora,{d8}{Ground}Taladradora{3},드릴라이너,{d8}{Ground}드릴라이너{3},直衝鑽 / 直冲钻,{d8}{Ground}直衝鑽 / 直冲钻{3}
{Ground},,Earth Power,2,3,{W Adv 6},,,True,{Ground}Earth Power{3}{W Adv 6},Earth Power (S),b8af89,だいちのちから,{Ground}だいちのちから{3}{W Adv 6},Telluriforce,{Ground}Telluriforce{3}{W Adv 6},Erdkräfte,{Ground}Erdkräfte{3}{W Adv 6},Geoforza,{Ground}Geoforza{3}{W Adv 6},Tierra Viva,{Ground}Tierra Viva{3}{W Adv 6},대지의힘,{Ground}대지의힘{3}{W Adv 6},大地之力,{Ground}大地之力{3}{W Adv 6}
{Ground},,Earthquake,2,3,,,,True,{Ground}Earthquake{3},Earthquake (S),b8af89,じしん,{Ground}じしん{3},Séisme,{Ground}Séisme{3},Erdbeben,{Ground}Erdbeben{3},Terremoto,{Ground}Terremoto{3},Terremoto,{Ground}Terremoto{3},지진,{Ground}지진{3},地震,{Ground}地震{3}
{Ground},,Headlong Rush,3,4,{W StatDown},,,True,{Ground}Headlong Rush{4}{W StatDown},Headlong Rush (S),b8af89,ぶちかまし,{Ground}ぶちかまし{4}{W StatDown},Assaut Frontal,{Ground}Assaut Frontal{4}{W StatDown},Schmetterramme,{Ground}Schmetterramme{4}{W StatDown},Scontro Frontale,{Ground}Scontro Frontale{4}{W StatDown},Arremetida,{Ground}Arremetida{4}{W StatDown},들이받기,{Ground}들이받기{4}{W StatDown},突飛猛撲 / 突飞猛扑,{Ground}突飛猛撲 / 突飞猛扑{4}{W StatDown}
{Ground},,High Horsepower,2,3,,,,True,{Ground}High Horsepower{3},High Horsepower (S),b8af89,１０まんばりき,{Ground}１０まんばりき{3},Cavalerie Lourde,{Ground}Cavalerie Lourde{3},Pferdestärke,{Ground}Pferdestärke{3},Forza Equina,{Ground}Forza Equina{3},Fuerza Equina,{Ground}Fuerza Equina{3},10만마력,{Ground}10만마력{3},十萬馬力 / 十万马力,{Ground}十萬馬力 / 十万马力{3}
{Ground},,Land's Wrath,2,3,,,,True,{Ground}Land's Wrath{3},Land's Wrath (S),b8af89,グランドフォース,{Ground}グランドフォース{3},Force Chtonienne,{Ground}Force Chtonienne{3},Bodengewalt,{Ground}Bodengewalt{3},Forza Tellurica,{Ground}Forza Tellurica{3},Fuerza Telúrica,{Ground}Fuerza Telúrica{3},그라운드포스,{Ground}그라운드포스{3},大地神力,{Ground}大地神力{3}
{Ground},{d4 3},Magnitude,1,2,{W Add 5},,,True,{d4 3}{Ground}Magnitude{2}{W Add 5},Magnitude (S),b8af89,マグニチュード,{d4 3}{Ground}マグニチュード{2}{W Add 5},Ampleur,{d4 3}{Ground}Ampleur{2}{W Add 5},Intensität,{d4 3}{Ground}Intensität{2}{W Add 5},Magnitudo,{d4 3}{Ground}Magnitudo{2}{W Add 5},Magnitud,{d4 3}{Ground}Magnitud{2}{W Add 5},매그니튜드,{d4 3}{Ground}매그니튜드{2}{W Add 5},震級 / 震级,{d4 3}{Ground}震級 / 震级{2}{W Add 5}
{Ground},,Mud Bomb,2,3,{B Dis 5},,,True,{Ground}Mud Bomb{3}{B Dis 5},Mud Bomb (S),b8af89,どろばくだん,{Ground}どろばくだん{3}{B Dis 5},Boue-Bombe,{Ground}Boue-Bombe{3}{B Dis 5},Schlammbombe,{Ground}Schlammbombe{3}{B Dis 5},Pantanobomba,{Ground}Pantanobomba{3}{B Dis 5},Bomba Fango,{Ground}Bomba Fango{3}{B Dis 5},진흙폭탄,{Ground}진흙폭탄{3}{B Dis 5},泥巴炸彈 / 泥巴炸弹,{Ground}泥巴炸彈 / 泥巴炸弹{3}{B Dis 5}
{Ground},,Mud Shot,2,3,,,,True,{Ground}Mud Shot{3},Mud Shot (S),b8af89,マッドショット,{Ground}マッドショット{3},Tir de Boue,{Ground}Tir de Boue{3},Lehmschuss,{Ground}Lehmschuss{3},Colpodifango,{Ground}Colpodifango{3},Disparo Lodo,{Ground}Disparo Lodo{3},머드숏,{Ground}머드숏{3},泥巴射擊 / 泥巴射击,{Ground}泥巴射擊 / 泥巴射击{3}
{Ground},,Precipice Blades,3,4,,,,True,{Ground}Precipice Blades{4},Precipice Blades (S),b8af89,だんがいのつるぎ,{Ground}だんがいのつるぎ{4},Lame Pangéenne,{Ground}Lame Pangéenne{4},Abgrundsklinge,{Ground}Abgrundsklinge{4},Spade Telluriche,{Ground}Spade Telluriche{4},Filo del Abismo,{Ground}Filo del Abismo{4},단애의칼,{Ground}단애의칼{4},斷崖之劍 / 断崖之剑,{Ground}斷崖之劍 / 断崖之剑{4}
{Ground},{d4},Sand Tomb,1,2,{W Add 4},,,True,{d4}{Ground}Sand Tomb{2}{W Add 4},Sand Tomb (S),b8af89,すなじごく,{d4}{Ground}すなじごく{2}{W Add 4},Tourbi-Sable,{d4}{Ground}Tourbi-Sable{2}{W Add 4},Sandgrab,{d4}{Ground}Sandgrab{2}{W Add 4},Sabbiotomba,{d4}{Ground}Sabbiotomba{2}{W Add 4},Bucle Arena,{d4}{Ground}Bucle Arena{2}{W Add 4},모래지옥,{d4}{Ground}모래지옥{2}{W Add 4},流沙地獄 / 流沙地狱,{d4}{Ground}流沙地獄 / 流沙地狱{2}{W Add 4}
{Ground},,Sandsear Storm,2,3,{B Burn 5},,,True,{Ground}Sandsear Storm{3}{B Burn 5},Sandsear Storm (S),b8af89,ねっさのあらし,{Ground}ねっさのあらし{3}{B Burn 5},Typhon Pyrosable,{Ground}Typhon Pyrosable{3}{B Burn 5},Wüstenorkan,{Ground}Wüstenorkan{3}{B Burn 5},Tempesta Ardente,{Ground}Tempesta Ardente{3}{B Burn 5},Simún de Arena,{Ground}Simún de Arena{3}{B Burn 5},열사의폭풍,{Ground}열사의폭풍{3}{B Burn 5},熱沙風暴 / 热沙风暴,{Ground}熱沙風暴 / 热沙风暴{3}{B Burn 5}
{Ground},,Scorching Sands,2,3,{B Burn 5},,,True,{Ground}Scorching Sands{3}{B Burn 5},Scorching Sands (S),b8af89,ねっさのだいち,{Ground}ねっさのだいち{3}{B Burn 5},Sable Ardent,{Ground}Sable Ardent{3}{B Burn 5},Brandsand,{Ground}Brandsand{3}{B Burn 5},Sabbiardente,{Ground}Sabbiardente{3}{B Burn 5},Arenas Ardientes,{Ground}Arenas Ardientes{3}{B Burn 5},열사의대지,{Ground}열사의대지{3}{B Burn 5},熱沙大地 / 热沙大地,{Ground}熱沙大地 / 热沙大地{3}{B Burn 5}
{Ground},,Stomping Tantrum,2,3,,,,True,{Ground}Stomping Tantrum{3},Stomping Tantrum (S),b8af89,じだんだ,{Ground}じだんだ{3},Trépignement,{Ground}Trépignement{3},Fruststampfer,{Ground}Fruststampfer{3},Battipiedi,{Ground}Battipiedi{3},Pataleta,{Ground}Pataleta{3},분함의발구르기,{Ground}분함의발구르기{3},跺腳 / 跺脚,{Ground}跺腳 / 跺脚{3}
{Ground},,Thousand Arrows,2,3,,,,True,{Ground}Thousand Arrows{3},Thousand Arrows (S),b8af89,サウザンアロー,{Ground}サウザンアロー{3},Myria-Flèches,{Ground}Myria-Flèches{3},Tausend Pfeile,{Ground}Tausend Pfeile{3},Mille Frecce,{Ground}Mille Frecce{3},Mil Flechas,{Ground}Mil Flechas{3},사우전드애로,{Ground}사우전드애로{3},千箭齊發 / 千箭齐发,{Ground}千箭齊發 / 千箭齐发{3}
{Ground},,Thousand Waves,2,3,{B Lock},,,True,{Ground}Thousand Waves{3}{B Lock},Thousand Waves (S),b8af89,サウザンウェーブ,{Ground}サウザンウェーブ{3}{B Lock},Myria-Vagues,{Ground}Myria-Vagues{3}{B Lock},Tausend Wellen,{Ground}Tausend Wellen{3}{B Lock},Mille Onde,{Ground}Mille Onde{3}{B Lock},Mil Temblores,{Ground}Mil Temblores{3}{B Lock},사우전드웨이브,{Ground}사우전드웨이브{3}{B Lock},千波激盪 / 千波激荡,{Ground}千波激盪 / 千波激荡{3}{B Lock}
